Titre,Prix_CFA,Localisation,Nb_Chambres,Nb_Salles_Bain,Surface_m2,Description
F4 à vendre au virage avec vue sur mer,139990000.0,Virage Dakar,3.0,3.0,143.0,"Située au cœur du virage, à 5min de la plage, la résidence > se distingue par son architecture moderne et élégante, conçue pour capturer la beauté naturelle de son environnement côtier. Chaque appartement offre des espaces de vie généreux et lumineux.
2 Ascenseurs
1 Piscine en terrasse
1 Salle de sport
Parking sous-sol
Cuisines équipées
Espace détente à la terrasse
Vidéo surveillance
Sécurité H24
Groupe électrogène
Fibre Optique
Syndic de Copropriété
Appartement F4 de 143m²Composé de :
3 chambres spacieuses
3 salles d'eau privées
1 toilette visiteur
1 salon de 50m²
Cuisine équipée avec espace buanderie
1 toilette de service"
appartement F4 au Point-E en face de la piscine olympique,160000000.0,Point-e Dakar,3.0,3.0,140.0,"La Résidence << PHENICIA >> est un projet prestigieux qui combine des espaces résidentiels et tertiaires, chacun disposant de ses propres entrées et cahiers des charges.
Elle incarne le luxe et la sophistication, devenant ainsi un nouvel emblème d'élégance. La luminosité et l'aération y sont optimales grâce aux grandes baies vitrées orientées est-ouest.
2 Ascenseurs
1 Piscine
1 Salle de sport
Parking sous-sol
Cuisines équipées
Espace détente à la terrasse
Vidéo surveillance
Sécurité H24
groupe électrogène
Fibre Optique
Syndic de Copropriété
Appartement F4 Composé de:
3 chambres spacieuses
4 salles d'eau
Cuisine équipée
Espace Buanderie
Toilette de service"
Appartement F2 a vendre au Point E en face piscine Olympique,64990000.0,Point-e Dakar,1.0,1.0,53.0,"La Résidence << PHENICIA >> est un projet prestigieux qui combine des espaces résidentiels et tertiaires, chacun disposant de ses propres entrées et cahiers des charges.
Elle incarne le luxe et la sophistication, devenant ainsi un nouvel emblème d'élégance. La luminosité et l'aération y sont optimales grâce aux grandes baies vitrées orientées est-ouest.
2 Ascenseurs
1 Piscine
1 Salle de sport
Parking sous-sol
Cuisines équipées
Espace détente à la terrasse
Vidéo surveillance
Sécurité H24
groupe électrogène
Fibre Optique
Syndic de Copropriété
Appartement F2 Composé de:
1 chambres spacieuse
2 salles d'eau
Cuisine équipée"
Studios meublés haut standing aux Maristes,30000.0,Hann maristes Dakar,,1.0,,"Des Studio Haut Standing à Louer aux Maristes
Découvrez ce magnifique studio meublé haut standing, idéalement situé aux Maristes, dans un immeuble moderne avec ascenseur et sécurité 24h/24.
Composition :
Chambre spacieuse avec salle de bain privée
Salon confortable et lumineux
Toilette visiteurs
Connexion Wi-Fi haut débit
Service de nettoyage tous les 2 jours
Gardiennage H24 et immeuble entièrement sécurisé
Tarif : 30 000 F CFA / nuitée
Location à partir de 4 jours
Réduction possible pour les longs séjours
Idéal pour vos séjours professionnels ou vacances aux Maristes.
📞 Contactez nous dès maintenant pour réserver votre séjour !"
Location-Vente F3 Titre Foncier à lac rose,25000000.0,Lac Rose Dakar,,,,"DEVENEZ PROPRIÉTAIRE EN TOUTE SIMPLICITÉ !
✨ Offre en Location-Vente - Sécurisée avec Titre Foncier
Accédez dès aujourd'hui à votre bien immobilier avec un paiement flexible et adapté à votre budget !
💰 Prix total : 25 000 000 F CFA
🔑 Réservez avec seulement :
12 500 000 F CFA (apport initial)
👉 Livraison garantie 6 mois après le versement de l'apport
📆 Solde en toute tranquillité :
Reliquat : 12 500 000 F CFA
Paiement échelonné à 208 333 F CFA / mois pendant 5 ans
📂 Formalités simples :
Frais d'ouverture de dossier : 250 000 F CFA
Copie de votre pièce d'identité ou passeport"
Ref_7243_SEY Villa R+3 à louer à Sacré cœur,2000000.0,Sacré-cœur Dakar,,,300.0,"USAGE PROFESSIONNEL
Villa de 300 m² située à Sacré-Cœur, Idéale pour ONG, bureaux, cabinets ou entreprises.
Elle est composée de :
5 bureaux avec toilettes privatives
Grand espace de réception
Possibilité de salles de réunion
Bonne luminosité et ventilation"
Appartement a vendre a la Corniche des Mamelles,,Mamelles Dakar,,,100.0,"Mamelles Prestige
Un magnifique projet sur la corniche des Mamelles, idéal pour pour un investissement vu son emplacement stratégique et toutes ses commodités.
Nous offrons des appartements de type F2 de 90 a 100m2 conçu uniquement pour votre confort.
Réservez dès maintenant!!"
Villa basse à louer,180000.0,Keur ndiaye lô Dakar,1.0,,,"Villa basse basse à louer
Keur Mbaye fall rue 10 très accessible,non loin de la gare TER .
3 chambres salon, cuisine ,1 toilette intérieur et 1 toilette visiteur , 1 garage.
N'hésitez pas à nous contacter pour plus d'informations"
"Magnifique appartement de type F4,",1150000.0,Yoff Dakar,,,,"Découvrez ce magnifique appartement de type F4, idéalement situé aux Almadies, dans un environnement calme, sécurisé et très recherché.
Il se compose de :
Trois chambres spacieuses, chacune avec placards intégrés et salle de bain privative, offrant confort et intimité.
Une cuisine américaine entièrement équipée, ouverte sur un grand salon lumineux, parfait pour recevoir vos invités.
Une cuisine africaine séparée, pratique et fonctionnelle.
Une buanderie bien agencée.
Un ascenseur privé donnant directement à l'intérieur de l'appartement pour un accès exclusif et sécurisé.
Une toilette visiteur complète l'ensemble.
Commodités et services :
Ascenseur privée directement dans votre appartement, Climatisation dans toutes les pièces
Caméras de surveillance
Service de gardiennage 24h/24
Environnement résidentiel haut standing
Cet appartement allie luxe, modernité et confort dans l'un des quartiers les plus prisés de Dakar.
Loyer mensuel : 1 150 000 FCFA"
Maison spacieuse avec garage double et jardin privé,2800000.0,Almadies Dakar,6.0,,,"Offrez-vous le confort et la tranquillité dans cette maison spacieuse, parfaite pour accueillir une famille ou créer un espace de vie agréable. Bénéficiez d'un garage double sécurisé et d'un jardin privé idéal pour vos moments de détente ou vos activités en plein air.
• Maison individuelle avec grand espace intérieur
• Garage double fermé pour protéger vos véhicules
• Jardin avec arbres matures pour plus d'intimité
• Située dans un quartier résidentiel calme et sécurisé
Cette propriété est prête à vous accueillir et une opportunité rare sur le marché, idéale pour ceux qui recherchent un cadre de vie paisible tout en restant proche des commodités.
Ne laissez pas passer cette chance, contactez-nous dès maintenant pour organiser une visite et découvrir tout le potentiel de cette maison prête à devenir votre nouveau foyer !"
Appartement à vendre aux Maristes,,Hann maristes Dakar,,,,"Bienvenue à la résidence HABW, une adresse qui incarne le luxe, le confort et la modernité sur la route des pères maristes.
Un Bijou Architectural :
Notre immeuble impressionnant s'élève sur huit étages, offrant une vue panoramique spectaculaire sur la ville. Il se compose d'un sous-sol pour un stationnement sécurisé, d'un rez-de-chaussée avec une mezzanine accueillante animé par des commerces exclusifs et des plateaux de bureaux jusqu'au 2e. Les étages supérieurs sont dédiés à une vie résidentielle raffinée.
Équipements de Prestige :
Un ascenseur ultramoderne vous mènera rapidement et en toute sécurité à votre destination.
Vous pourrez vous détendre dans notre superbe piscine, vous entraîner dans notre salle de sport entièrement équipée et profiter d'une tranquillité d'esprit grâce à notre système de vidéosurveillance 24h/24 et à notre sécurité incendie de pointe.
En cas de besoin, notre groupe électrogène garantit une alimentation électrique ininterrompue, et une bâche à eau assure une gestion efficace des ressources.
Des Appartements de Rêve :
À partir du 3e étage, vous trouverez quatre appartements par palier, conçus avec élégance pour répondre à différents besoins. Deux F3 pour ceux qui préfèrent une vie plus compacte et deux F5 pour ceux qui recherchent l'espace et le confort suprême. Tous les appartements sont conçus avec des matériaux haut de gamme et une attention minutieuse aux détails.
Le Sommet du Luxe :
Au sommet de notre immeuble se trouvent deux Penthouses exclusifs, offrant une vue imprenable et un style de vie incomparable. Ces résidences spacieuses sont dotées de finitions de luxe et de terrasses privées pour profiter du plein air dans l'intimité de votre propre espace.
HABW est bien plus qu'un immeuble, c'est un mode de vie d'exception. Découvrez le luxe, le confort et la sécurité que nous offrons à nos résidents exigeants. Prenez rendez-vous dès aujourd'hui pour visiter notre résidence et laissez-vous séduire par l'élégance moderne à son apogée."
Appartement neuf spacieux avec balcon et sécurité,400000.0,Ouakam Dakar,,2.0,,"Offrez-vous un cadre de vie idéal avec cet appartement neuf, parfait pour profiter d'un espace moderne et lumineux tout en bénéficiant d'une sécurité renforcée.
• Type : Appartement spacieux
• État : Neuf, prêt à emménager
• Balcon : Présent, pour des moments de détente en plein air
• Sécurité : Portail sécurisé et grilles aux fenêtres
• Emplacement : Quartier calme et accessible
Ce bien immobilier allie confort et tranquillité, avec une construction récente garantissant durabilité et qualité.
Ne laissez pas passer cette chance, contactez-nous dès aujourd'hui pour organiser une visite et découvrir votre futur chez-vous !"
VILLA A LOUER AUX MAMELLES,350000000.0,Mamelles Dakar,,4.0,450.0,Très belle villa R+2 à vendre aux Mamelles de type F5 composée d'un salon ouvert sur un agréable jardin une chambre avec SDE un WC visiteurs et à l'étage trois chambres dont deux qui se partagent une salle d'eau et un appartement de type F3 autonome composé d'un salon avec sa cuisine ouverte et deux chambres se partageant une SDE.
Appartement centre-ville spacieux avec balcon et vue,1200000.0,Plateau Dakar,,3.0,,"Vivez au cœur de la ville dans cet appartement moderne offrant un cadre de vie idéal avec un balcon pour profiter de l'extérieur en toute tranquillité.
• Emplacement : centre-ville, proche de toutes commodités
• Surface : spacieux avec agencement optimisé
• Balcon : parfait pour vos moments de détente
• Étage élevé : vue dégagée et luminosité naturelle
Ce bien est en excellent état, prêt à accueillir ses nouveaux habitants. La qualité de construction et son emplacement privilégié en font une opportunité rare sur le marché.
Ne laissez pas passer cette chance unique d'habiter dans un logement fonctionnel et agréable. Contactez-nous dès maintenant pour organiser une visite !"
Studios meublés à louer VDN,25000.0,Liberte 6 Dakar,,,,"Situé à 100m de la VDN sur la route du Front de Terre dans le quartier Liberté 6; un endroit paisible et sécurisé, idéalement situé pour vous permettre de rejoindre facilement le centre ville, la corniche, l'autoroute; LE FIRST CONCEPT propose des studios contemporains pour vos séjours dans la capitale sénégalaise.
Tous les studios climatisés du FIRST CONCEPT incluent un mobilier de marque; une télévision à écran plat; une cuisine équipée d'un frigo d'un micro onde et d'un chauffe eau; ainsi qu'une salle de bain privative avec une douche à l'italienne
Vous aurez également accès au réseau wifi ainsi qu'au parking gratuitement"
Appartement à vendre la Cité Keur Gorgui,,Cité keur gorgui Dakar,,,286.0,"Bienvenue à la Résidence M.A.D, votre nouvel espace de vie à la Cité Keur Gorgui, un écrin de luxe où le confort se marie à l'élégance.
À côté de tous les commerces, au cœur de l'effervescence, se dresse M.A.D, résidence de distinction. Sous-sol, RDC et neuf étages, abritant à chaque palier un seul appartement, une exclusivité précieuse.
Chaque F5, sur 286 m², est un palais de modernité, où trois chambres avec salle de bain se nichent en toute intimité. Double salon et cuisine américaine ouverte, pour des moments de partage et de fête. Chambrette, buanderie, et toilette visiteur, tout est pensé pour votre confort.
M.A.D n'est pas qu'un immeuble, c'est un art de vivre, un haut standing que rien n'altère. Avec bâche à eau, groupe électrogène, vous restez serein, même en cas d'imprévu ou de vent contraire. Vidéosurveillance 24h/24 et sécurité incendie, chaque instant est sous contrôle, vous offrant la paix et l'harmonie.
Deux ascenseurs rapides, tels des ailes légères, vous emportent vers les hauteurs, sans attente ni barrières. Chaque appartement dispose d'une place de parking réservée, pour un confort qui dure et qui préserve.
À la Résidence M.A.D, chaque détail est un hommage à la vie raffinée. Dans ce quartier vibrant, laissez-vous séduire par une adresse où l'exception devient votre quotidien, où l'élégance est votre refrain. Un lieu qui vous ressemble, où tout est conçu pour que vous aimiez y vivre, tout simplement.
Située au centre de l'effervescence urbaine et à proximité de toutes les commodités, la Résidence M.A.D se distingue par son exclusivité. S'élevant sur un sous-sol, un rez-de-chaussée et neuf étages, chaque palier abrite un seul appartement, garantissant une intimité précieuse.
Ces somptueux F5, étendus sur 286 m², sont des sanctuaires de modernité. Chaque appartement comprend trois chambres avec salle de bain privative, un double salon spacieux, et une cuisine américaine ouverte, idéale pour des moments de convivialité. Une chambrette, une buanderie, et des toilettes visiteurs viennent compléter ces espaces conçus pour votre confort absolu.
M.A.D n'est pas simplement une résidence, c'est une véritable ode à l'art de vivre. Ce haut standing s'exprime à travers des équipements de pointe, tels qu'une bâche à eau et un groupe électrogène, assurant votre sérénité en toutes circonstances. La sécurité y est irréprochable, avec une vidéosurveillance 24h/24 et un système de sécurité incendie, vous offrant une tranquillité d'esprit totale.
Deux ascenseurs rapides, à l'image de la légèreté, vous transportent sans effort vers les hauteurs, éliminant toute attente. Chaque appartement bénéficie également d'une place de parking réservée, garantissant un confort prolongé et sans compromis.
À la Résidence M.A.D, chaque détail est une célébration du raffinement. Dans ce quartier dynamique, laissez-vous séduire par une adresse où l'exception devient votre quotidien, où l'élégance est omniprésente. Un lieu qui reflète votre style de vie, où tout est pensé pour que vous y viviez pleinement, avec simplicité et luxe."
